0,125
1,108
2,543
3,438
4,334
5,84
6,264
7,370
8,230
9,104
10,149
11,93
12,102
13,353
14,151
15,289
16,245
17,274
18,111
19,325
20,178
21,200
22,119
23,118
24,121
25,123
26,665
27,163
28,619
29,137
30,142
31,252
32,142
33,167
34,221
35,165
36,175
37,131
38,144
39,514
40,138
41,144
42,358
43,97
44,268
45,104
46,401
47,210
48,189
49,290
50,328
51,238
52,164
53,127
54,133
55,206
56,632
57,118
58,287
59,147
60,170
61,121
62,130
63,140
64,120
65,320
66,106
67,122
68,199
69,122
70,180
71,149
72,120
73,529
74,220
75,186
76,339
77,167
78,218
79,124
80,139
81,77
82,120
83,145
84,80
85,286
86,219
87,87
88,169
89,142
90,278
91,165
92,106
93,121
94,277
95,200
96,205
97,136
98,148
99,246
100,155
101,108
102,257
103,102
104,174
105,249
106,291
107,207
108,142
109,121
110,183
111,254
112,181
113,141
114,115
115,394
116,161
117,217
118,158
119,123
120,264
121,239
122,301
123,96
124,273
125,296
126,159
127,111
128,125
129,108
130,116
131,224
132,86
133,273
134,210
135,167
136,85
137,152
138,186
139,128
140,137
141,170
142,184
143,270
144,264
145,137
146,113
147,273
148,129
149,299
150,449
151,135
152,244
153,125
154,127
155,145
156,124
157,127
158,141
159,143
160,241
161,404
162,149
163,92
164,84
165,186
166,756
167,304
168,167
169,141
170,141
171,248
172,104
173,209
174,283
175,247
176,130
177,582
178,106
179,210
180,507
181,133
182,127
183,261
184,141
185,68
186,97
187,222
188,162
189,138
190,106
191,169
192,157
193,511
194,175
195,129
196,95
197,253
198,86
199,217
200,125
201,365
202,137
203,159
204,316
205,120
206,157
207,223
208,116
209,228
210,245
211,142
212,110
213,350
214,110
215,133
216,148
217,159
218,134
219,233
220,203
221,222
222,161
223,217
224,114
225,200
226,124
227,104
228,133
229,175
230,229
231,166
232,249
233,317
234,371
235,572
236,171
237,191
238,382
239,262
240,148
241,144
242,2260
243,194
244,238
245,300
246,145
247,131
248,241
249,172
250,204
251,507
252,246
253,145
254,125
255,188
256,113
257,293
258,223
259,185
260,237
261,254
262,327
263,66
264,249
265,73
266,514
267,98
268,128
269,176
270,168
271,137
272,179
273,158
274,101
275,177
276,338
277,181
278,616
279,292
280,123
281,97
282,133
283,293
284,145
285,200
286,182
287,283
288,282
289,130
290,98
291,223
292,184
293,317
294,150
295,245
296,140
297,137
298,175
299,216
300,121
301,155
302,217
303,159
304,119
305,556
306,122
307,291
308,311
309,170
310,137
311,123
312,129
313,93
314,104
315,255
316,105
317,136
318,106
319,324
320,109
321,90
322,103
323,94
324,231
325,284
326,197
327,441
328,223
329,125
330,493
331,140
332,138
333,510
334,391
335,105
336,173
337,680
338,85
339,178
340,156
341,186
342,95
343,147
344,107
345,348
346,157
347,139
348,126
349,110
350,80
351,133
352,269
353,312
354,173
355,127
356,177
357,301
358,219
359,140
360,450
361,166
362,419
363,127
364,952
365,221
366,152
367,154
368,317
369,192
370,136
371,166
372,115
373,197
374,157
375,102
376,283
377,345
378,110
379,308
380,195
381,178
382,154
383,73
384,165
385,100
386,447
387,100
388,423
389,400
390,151
391,246
392,143
393,155
394,197
395,125
396,149
397,259
398,136
399,117
400,144
401,155
402,551
403,127
404,313
405,265
406,262
407,120
408,833
409,292
410,160
411,207
412,276
413,252
414,112
415,58
416,184
417,112
418,256
419,117
420,296
421,149
422,129
423,254
424,140
425,519
426,133
427,438
428,153
429,213
430,140
431,108
432,355
433,164
434,316
435,182
436,125
437,110
438,107
439,212
440,207
441,259
442,144
443,311
444,437
445,194
446,133
447,154
448,68
449,164
450,209
451,139
452,125
453,175
454,102
455,352
456,176
457,119
458,134
459,215
460,173
461,236
462,97
463,100
464,371
465,116
466,440
467,361
468,146
469,114
470,196
471,197
472,2452
473,156
474,151
475,181
476,166
477,109
478,125
479,170
480,173
481,109
482,174
483,264
484,64
485,121
486,113
487,219
488,233
489,220
490,158
491,155
492,162
493,95
494,135
495,320
496,451
497,109
498,147
499,180
