0,207
1,260
2,177
3,459
4,182
5,124
6,82
7,333
8,170
9,222
10,206
11,592
12,114
13,153
14,374
15,248
16,299
17,539
18,195
19,222
20,88
21,368
22,161
23,260
24,559
25,3624
26,258
27,220
28,134
29,492
30,221
31,207
32,116
33,126
34,119
35,127
36,417
37,98
38,157
39,95
40,115
41,192
42,312
43,173
44,375
45,148
46,122
47,319
48,252
49,149
50,107
51,432
52,152
53,368
54,368
55,217
56,73
57,168
58,152
59,125
60,53
61,364
62,287
63,124
64,137
65,511
66,158
67,433
68,205
69,291
70,131
71,83
72,237
73,92
74,159
75,227
76,137
77,126
78,215
79,173
80,311
81,153
82,90
83,425
84,337
85,327
86,173
87,110
88,155
89,129
90,361
91,135
92,115
93,187
94,289
95,327
96,188
97,130
98,126
99,141
100,127
101,397
102,485
103,442
104,165
105,585
106,174
107,109
108,164
109,124
110,136
111,106
112,210
113,147
114,258
115,291
116,158
117,384
118,89
119,103
120,173
121,162
122,179
123,162
124,292
125,87
126,108
127,710
128,297
129,134
130,194
131,110
132,185
133,182
134,159
135,93
136,272
137,133
138,218
139,397
140,389
141,116
142,148
143,368
144,310
145,168
146,155
147,435
148,220
149,472
150,187
151,123
152,123
153,323
154,123
155,260
156,295
157,158
158,213
159,171
160,117
161,160
162,147
163,299
164,189
165,111
166,332
167,147
168,81
169,164
170,292
171,246
172,165
173,388
174,143
175,101
176,95
177,167
178,118
179,540
180,79
181,109
182,398
183,743
184,271
185,300
186,203
187,75
188,109
189,427
190,193
191,133
192,114
193,139
194,483
195,192
196,153
197,323
198,112
199,235
200,103
201,123
202,244
203,144
204,216
205,210
206,203
207,174
208,178
209,135
210,175
211,293
212,158
213,204
214,431
215,276
216,281
217,297
218,114
219,111
220,124
221,183
222,315
223,435
224,59
225,145
226,88
227,190
228,210
229,139
230,185
231,145
232,374
233,131
234,181
235,127
236,63
237,138
238,358
239,116
240,487
241,167
242,275
243,148
244,198
245,245
246,184
247,226
248,224
249,168
250,254
251,219
252,418
253,219
254,127
255,202
256,234
257,181
258,135
259,156
260,339
261,335
262,123
263,156
264,150
265,150
266,150
267,112
268,228
269,155
270,95
271,155
272,160
273,201
274,230
275,182
276,125
277,165
278,88
279,151
280,118
281,165
282,141
283,181
284,117
285,175
286,150
287,77
288,185
289,156
290,67
291,313
292,729
293,279
294,119
295,89
296,215
297,144
298,81
299,303
300,208
301,164
302,153
303,146
304,110
305,166
306,114
307,227
308,120
309,163
310,297
311,176
312,237
313,258
314,125
315,149
316,164
317,156
318,161
319,303
320,118
321,199
322,172
323,576
324,127
325,148
326,108
327,165
328,78
329,511
330,409
331,293
332,163
333,309
334,129
335,279
336,183
337,90
338,142
339,215
340,109
341,141
342,599
343,127
344,191
345,97
346,359
347,254
348,149
349,178
350,126
351,172
352,156
353,279
354,163
355,208
356,137
357,239
358,103
359,117
360,171
361,413
362,143
363,86
364,223
365,157
366,122
367,190
368,444
369,201
370,527
371,97
372,142
373,326
374,182
375,92
376,101
377,154
378,510
379,117
380,230
381,227
382,120
383,112
384,131
385,103
386,213
387,254
388,255
389,128
390,149
391,150
392,159
393,152
394,351
395,98
396,137
397,186
398,343
399,201
400,255
401,108
402,114
403,148
404,215
405,183
406,467
407,147
408,120
409,163
410,112
411,361
412,121
413,146
414,417
415,285
416,148
417,175
418,148
419,92
420,173
421,181
422,176
423,99
424,194
425,192
426,85
427,133
428,110
429,335
430,163
431,89
432,185
433,149
434,300
435,156
436,158
437,154
438,183
439,231
440,227
441,185
442,169
443,218
444,182
445,170
446,402
447,205
448,169
449,136
450,142
451,148
452,190
453,292
454,132
455,332
456,122
457,128
458,104
459,145
460,260
461,167
462,124
463,150
464,76
465,249
466,296
467,459
468,101
469,264
470,274
471,113
472,97
473,384
474,156
475,400
476,100
477,121
478,151
479,198
480,167
481,414
482,224
483,102
484,127
485,108
486,101
487,67
488,153
489,668
490,178
491,174
492,211
493,90
494,122
495,181
496,215
497,164
498,163
499,146
